Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/agents/data_converter.py:67(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_compile.py:595(isstring)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/losses/util.py:147(check_per_example_loss_rank)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:884(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:84(get_tracing_count)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:304(__init__)
       18    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:117(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/google/protobuf/text_format.py:116(close)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2321(async_wait)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:147(_Pass)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/logical.py:76(_py_lazy_or)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:155(in_cross_replica_context)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py:343(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/save.py:109(add_object)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/utils/tensors.py:51(is_range_tensor)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/tracking.py:205(__del__)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/experimental/ops/optimization_options.py:311(_graph_rewrite_configs)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:861(__exit__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:122(_AugAssign)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/conditional_expressions.py:27(if_exp)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:142(visit_Lambda)
        3    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/directives.py:176(visit_For)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5036(prevent_fetching)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3541(output_structure)
        3    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/impl/conversion.py:210(<genexpr>)
       10    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:481(policy_state_spec)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:1407(_assert_trackable)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_py_environment.py:173(<listcomp>)
       10    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:459(can_encode)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/tools/docs/doc_controls.py:177(for_subclass_implementers)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:770(visit_Lambda)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:116(_to_legacy_output_classes)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:452(_transform_gradients)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:6671(tensor_dataset)
      2/1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorboard/lazy.py:67(__getattr__)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:40(_convert_maybe_argspec_to_fullargspec)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3062(_graph_rewrite_configs)
       14    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/specs/array_spec.py:357(maximum)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:306(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/utils/tensors.py:42(is_tensor_list)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:96(closegroup)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1430(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/experimental/ops/scan_ops.py:101(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/directives.py:138(visit_AugAssign)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:352(options)
       18    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2504(flat_input_signature)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/indexed_slices.py:89(__init__)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6817(_is_keras_symbolic_tensor)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:2150(restore)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/checkpoint_management.py:251(get_checkpoint_state)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:1251(_dense_apply_args)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/agents/tf_agent.py:627(time_step_spec)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/agents/data_converter.py:112(transition_spec)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/signature_serialization.py:211(__getitem__)
       16    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:137(_broadcast_to_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:1238(repeat)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/errors_impl.py:303(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:68(visit_List)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/logging/__init__.py:420(__init__)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/unsupported_features_checker.py:39(visit_For)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/losses/losses_impl.py:70(validate)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/backend_config.py:114(image_data_format)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:634(write_key_value_pair)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:639(write_item)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/control_flow.py:1056(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/typing.py:720(__hash__)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:5583(repeat_dataset)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:861(_parse_flags)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/generic_utils.py:816(default)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:292(get_config)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/control_flow_ops.py:3023(<listcomp>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/save_options.py:80(from_obj)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:888(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:575(_ListComp)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/posixpath.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:978(addgroup)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/save_context.py:42(exit_save_context)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/training_util.py:40(global_step)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:685(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/qual_names.py:95(is_symbol)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:438(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/experimental/composite_tensor.py:45(value_type)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/signature_serialization.py:214(__iter__)
        2    0.000    0.000    0.000    0.000 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmpor265xaz.py:5(inner_factory)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py:67(__add__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3548(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        1    0.000    0.000    0.015    0.015 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/experimental/ops/scan_ops.py:178(_apply_fn)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/utils/tensors.py:38(is_tensor_array)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/conv_utils.py:28(convert_data_format)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/control_flow.py:103(_is_none_or_undef)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/resource_tracker.py:149(unregister)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/tracking.py:150(resources)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/agents/data_converter.py:108(trajectory_spec)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetControlInputs_wrapper}
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/trajectory.py:812(_validate_rank)
